Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
9324	-742.4912	-812.5088	70.01763	0.0129798	0.0731149	0.0690297	0.137803	0.0071119	0.00229025	0.00519883	0.00604666	0.00766483	0.0135973	0.00303928	0.0124159	0.00797326	0.00623239	0.0169041	0.0132392	0.0135766	0.0175012	0.0233234	0.0895387	0.0134109	0.00491964	0.00980926	0.047873	0.00547888	0.00508555	0.0392715	0.0239087	0.17353	0.00649846	0.0294179	0.109236	0.00472012	0.00904587	0.00883389	0.00245563	0.0226822	0.00829139	0.0782186	0.0140692	0.0604204	0.00327031	0.00754343	0.0156335	0.0593464	0.0122288	0.0592506	0.0155136	0.0151326	0.000522761	0.0069401	0.7861091	1.213891	0.0509232	0.234077	0.635699	1.57307	4.27209	19.6374	2.152892	1.544176	0.00919808	0.0518127	0.0489177	0.0976534	0.00503982	0.00162298	0.00368414	0.00428495	0.00543166	0.0096357	0.00215377	0.00879852	0.00565023	0.00441657	0.011979	0.00938193	0.00962105	0.0124022	0.016528	0.0634513	0.00950362	0.00348629	0.0069513	0.033925	0.00388259	0.00360386	0.0278297	0.0169428	0.122972	0.00460511	0.0208469	0.0774096	0.0033449	0.00641033	0.00626011	0.00174018	0.0160736	0.00587567	0.0554294	0.00997007	0.0428167	0.0023175	0.00534563	0.0110786	0.0420557	0.00866592	0.0419878	0.0109937	0.0107237	0.000370453	0.00491808	0.195069	0.804931	0.1950691	1.41114
9360	-756.469	-826.83	70.36095	0.0480608	0.0371541	0.0311015	0.0394172	0.00789926	0.00200003	0.00366784	0.00280813	0.0113026	0.0217366	0.00336591	0.00904898	0.00509174	0.0004847	0.00932134	0.00796323	0.0147775	0.0169261	0.00986277	0.0372485	0.00171343	0.0057762	0.00673057	0.0219587	0.00197974	0.00298378	0.0112379	0.0101886	0.0357057	0.00264426	0.0206764	0.0682573	0.0016984	0.000528513	0.00568027	0.00119271	0.00750308	0.0194145	0.026662	0.0134125	0.0172118	0.00762669	0.00277847	0.00276063	0.0217259	0.0250188	0.0169152	0.000740154	0.0118187	0.0092214	0.000247788	0.7612311	1.238769	0.0327721	0.188802	0.594467	1.68218	5.29654	30.5138	2.471579	1.627323	0.068536	0.0529827	0.0443516	0.05621	0.0112646	0.0028521	0.00523043	0.00400447	0.0161178	0.030997	0.00479988	0.0129041	0.00726095	0.000691195	0.0132925	0.0113558	0.0210731	0.0241371	0.0140646	0.0531174	0.00244339	0.00823702	0.00959798	0.0313137	0.00282317	0.00425495	0.0160256	0.0145293	0.0509173	0.00377078	0.0294852	0.0973368	0.00242196	0.000753673	0.00810022	0.00170084	0.0106996	0.0276855	0.0380208	0.0191266	0.0245445	0.0108759	0.00396217	0.00393673	0.0309818	0.0356774	0.0241215	0.00105548	0.0168538	0.01315	0.000353353	0.072409	0.927591	0.07240903	0.7012491
9396	-746.7891	-816.4999	69.71081	0.0621262	0.0143488	0.0592789	0.026931	0.00143331	0.000580221	0.00276476	0.0043919	0.00337077	0.0240827	0.00764243	0.00103385	0.00469193	0.000785777	0.015803	0.0159963	0.012376	0.0102473	0.00424301	0.0507864	0.0090016	0.0311122	0.010094	0.0279911	0.00398323	0.000328861	0.0335716	0.0201345	0.0322756	0.0310114	0.022243	0.0984325	0.0182189	0.0204025	0.00048337	0.00257338	0.0453486	0.031451	0.0911119	0.00332549	0.0353504	0.000816285	0.00184964	0.015506	0.00754839	0.0467377	0.0336972	0.0188953	0.0290907	0.0196836	0.0219162	0.5930269	1.406973	0.0388944	0.20525	0.610162	1.63891	4.8721	25.7107	2.347736	2.372528	0.0571485	0.0131991	0.0545293	0.0247733	0.00131847	0.000533732	0.00254325	0.00404001	0.0031007	0.0221532	0.00703011	0.000951013	0.004316	0.000722819	0.0145369	0.0147146	0.0113844	0.00942628	0.00390305	0.0467173	0.00828038	0.0286194	0.00928527	0.0257484	0.00366409	0.000302512	0.0308817	0.0185213	0.0296896	0.0285267	0.0204609	0.0905459	0.0167591	0.0187678	0.000444642	0.0023672	0.0417151	0.0289311	0.0838118	0.00305904	0.032518	0.000750883	0.00170144	0.0142636	0.0069436	0.0429929	0.0309973	0.0173814	0.0267599	0.0181065	0.0201602	0.0257725	0.974227	0.02577255	1.087101
9432	-754.498	-824.1859	69.68794	0.150142	0.0149027	0.0840286	0.0222043	0.00149909	0.000668583	0.00675141	0.00418284	0.0187713	0.000780294	0.0099272	0.00381663	0.00631617	0.00824762	0.0435909	0.00709107	0.0107488	0.00824824	0.0666976	0.109269	0.0244904	0.011543	0.0135944	0.0535193	0.00252854	0.00214619	0.0409947	0.0320409	0.0305935	0.00794248	0.00986509	0.153453	0.0129988	0.0502766	0.00658009	0.0511226	0.0279706	0.0274232	0.108589	0.00331195	0.0696073	0.0273974	0.00588492	0.0175621	0.00299411	0.0241502	0.0300671	0.0223798	0.0235714	0.0257259	0.0334153	0.7570398	1.24296	0.0442128	0.218489	0.622178	1.60726	4.57688	22.6179	2.255064	1.641869	0.0980277	0.00973	0.0548624	0.0144972	0.000978761	0.000436519	0.00440801	0.00273098	0.0122558	0.000509456	0.00648149	0.00249189	0.00412384	0.00538489	0.0284606	0.00462977	0.00701793	0.00538529	0.043547	0.0713416	0.0159898	0.00753644	0.00887582	0.0349429	0.00165089	0.00140125	0.0267655	0.0209196	0.0199746	0.00518566	0.00644094	0.10019	0.00848697	0.0328257	0.00429615	0.0333781	0.0182621	0.0179047	0.070898	0.00216238	0.0454467	0.0178879	0.00384228	0.0114663	0.00195486	0.0157677	0.0196309	0.0146118	0.0153898	0.0167965	0.0218169	0.191931	0.808069	0.1919311	1.531623
9468	-744.4016	-814.54	70.1384	0.0467125	0.0595794	0.014442	0.0594792	0.00487928	0.00301512	0.00356109	0.00261235	0.0158929	0.0002496	0.0323968	0.00967488	0.00744339	0.00704787	0.0330165	0.0286862	0.000680919	0.012763	0.0169208	0.088596	0.0310312	0.000490184	0.00092478	0.0344922	0.00385473	0.00142372	0.0359422	0.0031137	0.0267521	0.0130155	0.0133718	0.199598	0.00603426	0.0396628	0.00640814	0.032341	0.00358985	0.00712781	0.108731	0.0178775	0.0645919	0.0236696	0.00135633	0.00145605	0.0174934	0.0586341	0.0348506	0.0164555	0.00329291	0.0172154	0.0051794	0.7542632	1.245737	0.0529528	0.238582	0.639491	1.56374	4.19143	18.8847	2.124633	1.651594	0.0365619	0.0466329	0.0113037	0.0465545	0.00381902	0.00235993	0.00278727	0.00204469	0.0124394	0.000195362	0.025357	0.00757254	0.00582595	0.00551638	0.025842	0.0224527	0.000532956	0.00998963	0.0132439	0.0693442	0.0242881	0.000383667	0.000723826	0.0269971	0.0030171	0.00111435	0.028132	0.0024371	0.0209389	0.0101872	0.0104661	0.156225	0.00472302	0.0310441	0.00501566	0.0253134	0.00280978	0.00557894	0.0851037	0.0139927	0.0505561	0.0185262	0.0010616	0.00113965	0.0136921	0.045893	0.0272776	0.0128797	0.00257736	0.0134745	0.00405392	0.269003	0.730997	0.2690029	1.277627
9504	-738.8864	-808.6078	69.72138	0.04881	0.0362971	0.0529812	0.0223057	0.00299107	0.00603726	0.00198555	0.00388338	0.00208131	0.00578741	0.00797537	0.00514724	0.00275563	0.00523715	0.0248251	0.00951766	0.0028305	0.0178886	0.0133955	0.0300712	0.0128744	0.00814997	0.00880585	0.00663262	0.00670992	0.000574258	0.0181717	0.00605922	0.0277294	0.00399435	0.00751846	0.00845169	0.0110862	0.0180036	0.033008	0.020568	0.00128939	0.0488919	0.00162437	0.0168383	0.00842421	0.0422329	0.0231151	0.0203448	0.0474308	0.119497	0.0188609	0.10106	0.00761733	0.0328914	0.00333055	0.6169378	1.383062	0.0314324	0.184998	0.590704	1.6929	5.40547	31.8144	2.501759	2.241818	0.0490755	0.0364945	0.0532694	0.022427	0.00300734	0.0060701	0.00199635	0.0039045	0.00209264	0.00581889	0.00801876	0.00517524	0.00277062	0.00526564	0.0249601	0.00956944	0.0028459	0.0179859	0.0134684	0.0302348	0.0129444	0.0081943	0.00885375	0.0066687	0.00674642	0.000577382	0.0182706	0.00609218	0.0278803	0.00401608	0.00755936	0.00849767	0.0111465	0.0181015	0.0331876	0.0206799	0.00129641	0.0491578	0.0016332	0.0169298	0.00847003	0.0424626	0.0232408	0.0204555	0.0476888	0.120147	0.0189635	0.101609	0.00765876	0.0330703	0.00334867	0.0677046	0.932295	0.06770463	0.9945897
9540	-750.6101	-819.7248	69.11468	0.107872	0.0814831	0.0826269	0.0518929	0.00191956	0.0086618	0.0084735	0.0298209	0.00839102	0.00873621	0.00217537	0.0142288	0.0188526	0.00677217	0.0211008	0.0119991	0.00842861	0.0588759	0.0119567	0.0559723	0.0039533	0.0539482	0.022169	0.0746942	0.0123965	0.0193355	0.0167231	0.0162296	0.0344495	0.00990684	0.0515419	0.019789	0.0179214	0.00964155	0.0163994	0.0247438	0.0113526	0.0501353	0.0125776	0.0745715	0.00525365	0.282968	0.0534654	0.048747	0.0855078	0.0814586	0.00685177	0.220893	0.00363038	0.0061637	0.026613	0.6223278	1.377672	0.0774344	0.287164	0.677558	1.47589	3.48233	12.9142	1.849845	2.21374	0.054639	0.0412725	0.0418518	0.0262846	0.000972286	0.00438733	0.00429196	0.0151048	0.00425018	0.00442503	0.00110186	0.00720712	0.00954914	0.00343021	0.0106879	0.00607773	0.00426922	0.0298216	0.00605626	0.0283509	0.00200241	0.0273256	0.0112289	0.0378338	0.00627904	0.00979375	0.00847049	0.00822055	0.0174492	0.00501797	0.0261068	0.0100235	0.00907745	0.0048836	0.00830658	0.0125331	0.00575028	0.0253943	0.00637077	0.0377716	0.00266106	0.143328	0.027081	0.0246911	0.043311	0.04126	0.00347053	0.111886	0.00183885	0.00312201	0.0134799	0.108147	0.891853	0.1081469	1.974273
9576	-744.7999	-813.9774	69.17751	0.0209101	0.0251339	0.0283933	0.0685787	0.00550695	0.00362753	0.00230446	0.0147745	0.00265625	0.00352393	0.026686	0.0124833	0.0210847	0.000624357	0.0274104	0.00828353	0.00570042	0.0408414	0.0329928	0.0431842	0.0473243	0.00685701	0.0154928	0.00249425	0.00224018	0.0016986	0.013506	0.0106258	0.00659425	0.0115019	0.065294	0.00382343	0.013342	0.0118594	0.033237	0.00178214	0.00295609	0.0181599	0.0128391	0.0589972	0.0148202	0.0585605	0.00540098	0.00842797	0.120553	0.130542	0.046683	0.332011	0.00653972	0.000617246	0.0380508	0.5754445	1.424556	0.0399402	0.207924	0.612631	1.6323	4.80945	25.0374	2.32855	2.475574	0.013963	0.0167836	0.01896	0.0457945	0.00367735	0.00242234	0.00153884	0.00986593	0.00177375	0.00235316	0.0178199	0.0083359	0.0140796	0.000416924	0.0183037	0.00553145	0.00380654	0.0272724	0.0220315	0.0288369	0.0316015	0.00457887	0.0103456	0.00166557	0.00149591	0.00113426	0.00901883	0.00709552	0.00440341	0.00768054	0.0436011	0.00255315	0.00890929	0.0079193	0.0221945	0.00119005	0.00197397	0.0121266	0.00857351	0.0393963	0.00989639	0.0391047	0.00360658	0.00562791	0.0805012	0.0871711	0.0311733	0.221705	0.004367	0.000412175	0.025409	0.192008	0.807992	0.1920081	1.497532
9612	-748.1707	-817.8999	69.72921	0.0469482	0.0616838	0.0400286	0.0180435	0.0038014	0.00710455	0.00141318	0.00793182	0.00679133	0.00193571	0.0178566	0.00255061	0.00546462	0.000136715	0.0417635	0.00839564	0.00310201	0.0101395	0.000597642	0.0422734	0.00525756	0.0136583	0.0168882	0.000311447	0.0030686	0.010584	0.00764283	0.00742595	0.00472897	0.028549	0.0248791	0.0229595	0.0435339	0.00913475	0.0215648	0.010059	0.00538062	0.0301794	0.0256336	0.0114987	0.0197855	0.0146468	0.0142194	0.0180443	0.046602	0.100197	0.0219623	0.160481	0.0207076	0.00115921	0.0162171	0.4954869	1.504513	0.0590804	0.251669	0.650234	1.53791	3.97347	16.9261	2.045457	3.036433	0.044086	0.0579233	0.0375883	0.0169435	0.00356965	0.00667142	0.00132702	0.00744826	0.0063773	0.0018177	0.016768	0.00239511	0.00513147	0.00012838	0.0392174	0.00788381	0.0029129	0.00952137	0.000561207	0.0396962	0.00493703	0.0128256	0.0158586	0.00029246	0.00288153	0.00993878	0.00717689	0.00697323	0.00444067	0.0268086	0.0233623	0.0215598	0.0408799	0.00857786	0.0202501	0.00944576	0.0050526	0.0283396	0.0240708	0.0107976	0.0185793	0.0137539	0.0133525	0.0169443	0.0437609	0.0940883	0.0206234	0.150697	0.0194452	0.00108854	0.0152284	0.351764	0.648236	0.3517644	1.064922
9648	-751.8329	-822.3706	70.53769	0.0568094	0.0294638	0.0100098	0.0415275	0.0077989	0.00221742	2.13606e-05	0.0160014	0.00347613	0.00497615	0.0123739	0.00278072	0.0032011	1.96882e-05	0.0450108	0.0146438	0.00367866	0.00978641	0.00673719	0.0127615	0.0327996	0.0100079	0.0143915	0.0289781	0.0194727	0.0247028	0.0505457	0.00356181	0.00614518	0.0202602	0.0140333	0.00335314	0.00394026	0.0228834	0.0116869	0.0164992	0.0128862	0.0163947	0.0140998	0.0225271	0.00824665	0.0118803	0.00483351	0.0180868	0.0354755	0.0779309	0.000550366	0.0979994	0.0112829	0.000108637	0.005975	0.7292048	1.270795	0.057495	0.248352	0.647549	1.54429	4.02654	17.3928	2.065126	1.742714	0.0627843	0.0325627	0.0110625	0.0458951	0.00861913	0.00245063	2.36072e-05	0.0176843	0.00384173	0.00549951	0.0136753	0.00307318	0.00353777	2.17589e-05	0.0497448	0.016184	0.00406555	0.0108157	0.00744577	0.0141037	0.0362493	0.0110605	0.0159051	0.0320258	0.0215207	0.0273009	0.0558617	0.00393641	0.00679149	0.022391	0.0155092	0.0037058	0.00435467	0.0252901	0.0129161	0.0182345	0.0142415	0.018119	0.0155827	0.0248963	0.00911398	0.0131298	0.00534187	0.0199891	0.0392066	0.0861272	0.00060825	0.108306	0.0124696	0.000120062	0.00660341	0.119509	0.880491	0.1195088	0.9048352
9684	-750.8194	-820.0854	69.26606	0.095085	0.0181371	0.0913525	0.0129149	0.000956614	0.00194232	0.00276972	0.0243718	0.00830173	0.00488202	0.0254354	0.00267684	0.00333416	3.20398e-05	0.0319604	0.0111495	0.00368554	0.0085088	0.00217934	0.0130323	0.0278033	0.00909105	0.0202471	0.000314537	0.00830837	0.0140521	0.0138878	0.0131777	0.00738992	0.00542877	0.020076	0.00522319	0.0136274	0.0221828	0.00298531	0.0531579	0.0172275	0.0986314	0.0489101	0.0107105	0.016747	0.0273133	0.040665	0.0130023	0.000701584	0.0196624	0.060224	0.0193718	0.0043211	0.0164422	0.00824471	0.4562231	1.543777	0.0345278	0.193669	0.599206	1.66888	5.16344	28.9622	2.433844	3.38382	0.0949107	0.0181038	0.0911851	0.0128913	0.000954861	0.00193876	0.00276464	0.0243272	0.00828651	0.00487307	0.0253888	0.00267193	0.00332805	3.19811e-05	0.0319018	0.0111291	0.00367879	0.00849321	0.00217534	0.0130084	0.0277524	0.00907439	0.02021	0.00031396	0.00829314	0.0140263	0.0138623	0.0131535	0.00737638	0.00541882	0.0200392	0.00521361	0.0136024	0.0221421	0.00297984	0.0530605	0.0171959	0.0984506	0.0488205	0.0106909	0.0167163	0.0272633	0.0405905	0.0129785	0.000700298	0.0196263	0.0601136	0.0193363	0.00431318	0.0164121	0.0082296	0.0784741	0.921526	0.0784741	1.001836
9720	-745.9235	-815.8275	69.90405	0.0538714	0.0396186	0.0230602	0.120317	0.00718009	0.00222627	0.000438666	0.0151499	0.000615194	0.0144715	0.0105719	0.00265057	0.00772094	6.26725e-05	0.0101237	0.00337598	0.0138869	0.0176563	0.0164103	0.0248813	0.0405592	0.00804511	0.0361632	0.00164108	0.0010342	0.00286717	0.00245959	0.000628205	0.00922015	0.00807179	0.014707	0.00273972	0.0190499	0.0236796	0.00182726	0.0014718	0.00466907	0.149911	0.0222001	0.00702387	0.00481469	0.0242754	0.00496771	0.0260787	0.000698696	0.0168131	0.0333992	0.012968	0.00238537	0.0286553	0.0189996	0.5796572	1.420343	0.0423725	0.214006	0.618166	1.61769	4.67277	23.6002	2.285806	2.450315	0.0587914	0.043237	0.0251662	0.131306	0.00783584	0.0024296	0.000478729	0.0165336	0.000671379	0.0157931	0.0115374	0.00289265	0.00842609	6.83963e-05	0.0110483	0.00368431	0.0151552	0.0192688	0.017909	0.0271537	0.0442634	0.00877986	0.039466	0.00179096	0.00112865	0.00312903	0.00268422	0.000685578	0.0100622	0.00880897	0.0160502	0.00298993	0.0207897	0.0258423	0.00199414	0.00160621	0.00509549	0.163602	0.0242276	0.00766536	0.00525441	0.0264924	0.00542141	0.0284604	0.000762507	0.0183486	0.0364495	0.0141524	0.00260322	0.0312723	0.0207348	0.086304	0.913696	0.08630399	0.9163143
9756	-747.9994	-818.2223	70.22291	0.0111106	0.0451038	0.0281305	0.0838757	0.00424691	0.00244108	0.00647489	0.00387609	0.0068664	0.0144838	0.024268	0.00202816	0.0135605	0.000481633	0.0277567	0.00720914	0.00804898	0.0148328	0.00309908	0.00717108	0.0153554	0.0169768	0.0038358	0.00948433	0.00373726	0.0105106	0.00333885	0.013733	0.014122	0.00453671	0.00739964	0.0160789	0.0126262	0.0281261	0.00914618	0.00916311	0.0205671	0.0801255	0.0150881	0.0435613	0.0015312	0.0253253	0.0169702	0.0151992	0.0213024	0.0245687	0.125715	0.0118985	0.0182002	0.00959895	0.015938	0.6406579	1.359342	0.0533076	0.23936	0.640141	1.56216	4.17781	18.7591	2.119804	2.121791	0.0118346	0.0480427	0.0299635	0.0893411	0.00452364	0.00260014	0.00689679	0.00412865	0.00731382	0.0154275	0.0258493	0.00216031	0.0144442	0.000513016	0.0295653	0.00767889	0.00857345	0.0157994	0.00330102	0.00763835	0.0163559	0.0180831	0.00408575	0.0101023	0.00398078	0.0111955	0.00355641	0.0146278	0.0150422	0.00483232	0.0078818	0.0171266	0.0134489	0.0299587	0.00974214	0.00976018	0.0219072	0.0853465	0.0160712	0.0463998	0.00163097	0.0269755	0.018076	0.0161896	0.0226905	0.0261696	0.133906	0.0126738	0.0193861	0.0102244	0.0169765	0.133687	0.866313	0.1336866	0.9388262
9792	-742.9165	-812.2089	69.29243	0.0678718	0.0737589	0.0880124	0.0193874	0.00165747	0.00231742	0.00567686	0.0022873	0.00278988	0.0301999	0.0118834	0.00623226	0.013744	0.00103547	0.029434	0.00511874	0.0166346	0.0168247	0.0135592	0.0354719	0.0296768	0.00756548	0.0289607	0.00123493	0.00753141	0.00853997	0.015149	0.0146612	0.0165471	0.00707146	0.00577981	0.00865867	0.00254154	0.0316053	0.0133637	0.0472543	0.0133475	0.274024	0.002312	0.0349025	0.004537	0.0247594	0.00739929	0.0301525	0.0022591	0.00942999	0.0859972	0.0153916	0.0183596	0.0424035	0.0232168	0.4904157	1.509584	0.0463866	0.223664	0.626738	1.59556	4.47099	21.5579	2.220359	3.078173	0.0530858	0.0576903	0.0688387	0.0151638	0.00129639	0.00181256	0.00444014	0.00178901	0.0021821	0.0236208	0.00929456	0.00487455	0.0107498	0.000809887	0.0230218	0.00400361	0.0130107	0.0131594	0.0106053	0.0277443	0.0232116	0.00591732	0.0226515	0.000965897	0.00589067	0.00667952	0.0118487	0.0114672	0.0129422	0.00553093	0.00452067	0.00677236	0.00198786	0.02472	0.0104524	0.0369599	0.0104397	0.214327	0.00180833	0.0272989	0.0035486	0.0193655	0.00578734	0.0235837	0.00176695	0.00737564	0.0672625	0.0120385	0.0143599	0.0331658	0.018159	0.197309	0.802691	0.1973085	1.278531
9828	-752.1733	-822.7865	70.61318	0.0795293	0.0304233	0.0264266	0.00757602	0.000894511	0.000681838	0.000541267	0.0015972	0.0106124	0.0100059	0.0129026	0.00817728	0.00514502	0.00426126	0.028712	0.00518925	0.00708724	0.00832787	0.0447138	0.0415048	0.00998593	0.0102254	0.00128346	0.0149697	0.00439104	0.00894833	0.0103881	0.0051979	0.0227061	0.0139065	0.00318679	0.00428032	0.00717272	0.0376367	0.00483288	0.0112989	0.0154455	0.0973607	0.0127702	0.0106475	0.0189252	0.00739693	0.00418417	0.0059698	0.0156858	0.00508242	0.0569721	0.00520381	0.0317247	0.025746	0.0525381	0.9259583	1.074042	0.0331801	0.189945	0.595587	1.67902	5.26467	30.1385	2.462631	1.159924	0.0913738	0.0349543	0.0303624	0.00870433	0.00102773	0.000783386	0.000621879	0.00183507	0.012193	0.0114961	0.0148242	0.00939514	0.00591128	0.0048959	0.0329882	0.0059621	0.00814276	0.00956816	0.0513732	0.0476863	0.0114732	0.0117483	0.00147461	0.0171992	0.00504501	0.010281	0.0119352	0.00597204	0.0260878	0.0159776	0.00366141	0.0049178	0.00824097	0.043242	0.00555265	0.0129817	0.0177459	0.111861	0.0146721	0.0122332	0.0217438	0.00849857	0.00480733	0.0068589	0.0180219	0.00583936	0.0654571	0.00597883	0.0364495	0.0295804	0.0603627	0.300692	0.699308	0.3006921	0.8703732
9864	-749.9989	-819.1306	69.13177	0.00738204	0.00170678	0.025858	0.0498092	0.000491546	0.000635703	0.00484401	0.000763552	0.00135578	0.00228912	0.00269418	0.000165936	0.00432353	0.0040238	0.0114608	0.00537146	0.00327726	0.00600709	0.00367249	0.0164301	0.000122453	0.00791936	0.00538249	0.00816905	0.00424757	0.00340905	0.0123703	0.0393737	0.00507694	0.00375127	0.0293424	0.0132746	0.00709155	0.074634	0.00678288	0.00665346	0.0144275	0.0134217	0.00323966	0.00185949	0.00426284	0.00365567	0.00801955	0.00998162	0.00682906	0.00400768	0.0551203	0.00256334	0.000492685	0.0104449	0.0203423	0.4309927	1.569007	0.0214544	0.153559	0.557356	1.79418	6.51215	46.6106	2.777906	3.64045	0.0137001	0.00316756	0.0479891	0.0924393	0.000912243	0.00117978	0.00898984	0.00141705	0.00251616	0.0042483	0.00500003	0.000307956	0.0080239	0.00746764	0.0212697	0.00996872	0.00608215	0.0111484	0.00681565	0.0304921	0.000227256	0.0146973	0.00998918	0.0151607	0.00788291	0.00632674	0.0229576	0.0730724	0.00942212	0.00696185	0.0544556	0.0246359	0.013161	0.138511	0.0125881	0.0123479	0.0267756	0.024909	0.00601238	0.00345097	0.00791126	0.00678443	0.0148832	0.0185246	0.0126738	0.00743773	0.102296	0.00475721	0.000914358	0.0193843	0.0377526	0.0566534	0.943347	0.05665335	0.5388319
9900	-746.8123	-816.9926	70.18028	0.0349546	0.0424479	0.0348071	0.0526278	0.0095498	0.00209938	0.00126615	0.00520661	0.000110883	0.0120303	0.0367285	0.000185287	0.015489	0.0179781	0.0437123	0.0061651	0.00980721	0.0123918	0.0340068	0.0616104	0.018817	0.000119382	0.00726415	0.0403641	0.00730797	0.00804666	0.0149422	0.00790142	0.036949	0.0147642	0.0153197	0.103544	0.00366458	0.00261405	0.0093445	0.0125075	0.00631494	0.00689262	0.115796	0.0557041	0.0220368	0.0123033	0.00610891	0.0236946	0.0107506	0.0277775	0.0286083	0.00391826	0.00315451	0.00826925	0.0158848	0.6324233	1.367577	0.0634874	0.260656	0.657391	1.52116	3.83648	15.7512	1.993439	2.162439	0.0322501	0.0391637	0.032114	0.0485559	0.00881091	0.00193695	0.00116818	0.00480377	0.000102304	0.0110995	0.0338867	0.000170951	0.0142906	0.0165871	0.0403302	0.00568809	0.00904841	0.011433	0.0313757	0.0568435	0.0173611	0.000110145	0.00670211	0.0372411	0.00674254	0.00742407	0.0137861	0.00729007	0.0340902	0.0136218	0.0141344	0.0955326	0.00338105	0.0024118	0.0086215	0.0115397	0.00582635	0.00635932	0.106837	0.0513941	0.0203318	0.0113514	0.00563625	0.0218614	0.00991883	0.0256283	0.0263948	0.0036151	0.00291044	0.00762945	0.0146558	0.26422	0.73578	0.2642203	1.08386
9936	-756.6797	-824.4402	67.76057	0.0949458	0.10999	0.105152	0.0509298	0.0103149	0.00238636	0.00341445	0.00263096	0.0325517	0.00374149	0.0580862	0.00596318	0.0134553	0.0153248	0.0445808	0.0229665	0.00898472	0.0107022	0.0635983	0.042219	0.108286	0.0204285	0.0213618	0.0293999	0.0244774	0.0120854	0.084152	0.0376149	0.0188943	0.00891035	0.0133023	0.0259461	0.0179507	0.0235105	0.0984003	0.123076	0.0327091	0.282359	0.0212704	0.0498819	0.0421195	0.0339547	0.0496842	0.0272455	0.0270945	0.16045	0.00436334	0.00494968	0.0173138	0.0141515	0.0592082	0.3408023	1.659198	0.0780773	0.288324	0.678411	1.47403	3.46832	12.8078	1.843866	4.868504	0.0432261	0.0500754	0.0478729	0.0231869	0.00469606	0.00108644	0.0015545	0.0011978	0.0148199	0.00170339	0.026445	0.00271487	0.0061258	0.00697694	0.0202964	0.010456	0.00409049	0.00487242	0.0289545	0.0192211	0.0492998	0.00930051	0.0097254	0.0133849	0.0111439	0.00550216	0.038312	0.017125	0.00860202	0.00405663	0.00605618	0.0118125	0.00817243	0.0107037	0.0447988	0.056033	0.0148915	0.12855	0.00968381	0.0227098	0.0191758	0.0154586	0.0226198	0.0124041	0.0123353	0.0730483	0.0019865	0.00225345	0.00788249	0.00644277	0.0269558	0.117338	0.882662	0.1173384	2.196491
