Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
6732	-761.0913	-831.6564	70.56502	0.0363245	0.0642799	0.00832054	0.0729057	0.00256981	0.00898548	0.0029564	0.000259643	0.0036936	0.0105134	0.0143421	0.0138179	0.00725882	0.00230275	0.0250551	0.0129706	0.000426378	0.0054045	0.0147603	0.0010918	0.0169268	0.00641755	0.00444414	0.0131408	0.00687026	0.00187336	0.0273922	0.00385849	0.00597667	0.0087034	0.0045696	0.00454016	0.0968776	0.0104406	0.00581748	0.0271458	0.0129529	0.0565763	0.0918076	0.03595	0.00870111	0.0306281	0.0162319	0.0076579	0.00221588	0.00655058	0.0105073	0.0100778	0.0056309	0.0259482	0.00468724	0.8350708	1.164929	0.0411235	0.210906	0.615358	1.62507	4.74146	24.317	2.30744	1.395006	0.041308	0.0730987	0.00946206	0.0829079	0.00292237	0.0102182	0.003362	0.000295264	0.00420034	0.0119558	0.0163098	0.0157136	0.00825469	0.00261867	0.0284925	0.01475	0.000484874	0.00614596	0.0167854	0.00124159	0.019249	0.007298	0.00505384	0.0149436	0.00781281	0.00213037	0.0311502	0.00438784	0.00679663	0.00989745	0.00519652	0.00516304	0.110169	0.011873	0.0066156	0.03087	0.01473	0.0643382	0.104403	0.0408821	0.00989484	0.0348301	0.0184589	0.00870852	0.00251989	0.00744928	0.0119488	0.0114604	0.00640343	0.0295081	0.0053303	0.461852	0.538148	0.4618522	0.8793578
6768	-758.4503	-828.9311	70.48078	0.0549474	0.0161613	0.06823	0.020789	0.0110893	0.00757869	0.00195062	0.0182102	0.022491	0.00962624	0.0163974	0.00899258	0.00450889	0.00494004	0.0186481	0.0166171	0.000965471	0.00535183	0.012787	0.000411837	0.00946355	0.00955907	0.00262804	0.00182253	0.00236597	0.00848081	0.0192059	0.00266789	0.0130558	0.0298393	0.0140492	0.00984322	0.0648257	0.0241937	0.00472354	0.0358632	0.0115947	0.0420497	0.0638413	0.0015603	0.0153112	0.00794119	0.0302474	0.00839387	0.00707389	0.00327812	0.0105331	0.0177459	0.00922208	0.0347318	0.0117427	0.7525975	1.247403	0.0459506	0.222636	0.625838	1.59786	4.49163	21.7625	2.227188	1.657463	0.0647545	0.0190458	0.0804078	0.0244995	0.0130686	0.00893136	0.00229877	0.0214604	0.0265052	0.0113444	0.019324	0.0105976	0.00531365	0.00582175	0.0219765	0.019583	0.00113779	0.00630704	0.0150692	0.000485343	0.0111526	0.0112652	0.0030971	0.00214782	0.00278826	0.00999449	0.0226338	0.00314406	0.0153861	0.0351651	0.0165568	0.0116001	0.0763959	0.0285119	0.00556661	0.0422642	0.0136641	0.0495548	0.0752359	0.00183879	0.018044	0.00935855	0.035646	0.00989203	0.00833645	0.0038632	0.0124131	0.0209133	0.0108681	0.0409308	0.0138386	0.135962	0.864038	0.1359617	0.8485486
6804	-749.9864	-820.3105	70.32417	0.00777038	0.0132092	0.0214038	0.0244468	0.00330805	0.0034051	0.000811293	0.00437655	0.00163229	0.00389684	0.0149622	0.000671006	0.00441977	0.00436401	0.0117023	0.000284146	0.00461751	0.0100075	0.00739014	0.0308034	0.00862641	0.00098468	0.000776202	0.00706622	0.000330849	0.00385326	0.00556076	0.0118387	0.00349902	0.00876927	0.00345849	0.0630192	0.0297238	0.00394831	0.00553015	0.00452402	0.000389893	0.0077416	0.015305	0.00200258	0.0280937	0.00231697	0.0311933	0.0031897	0.00726649	0.00801555	0.0042343	0.0285243	0.00206464	0.00551039	0.00631602	0.6669373	1.333063	0.0395119	0.206833	0.611626	1.63499	4.83481	25.3089	2.336347	1.998783	0.0159505	0.0271149	0.0439361	0.0501828	0.00679054	0.00698975	0.00166537	0.00898387	0.00335065	0.00799917	0.0307134	0.00137739	0.00907259	0.00895813	0.0240217	0.000583275	0.00947851	0.0205428	0.01517	0.063231	0.0177077	0.00202128	0.00159333	0.014505	0.000679145	0.00790971	0.0114147	0.0243016	0.00718255	0.0180009	0.00709934	0.129361	0.061015	0.00810481	0.0113519	0.00928659	0.000800346	0.0158914	0.0314171	0.00411076	0.0576687	0.00475612	0.0640314	0.00654759	0.0149162	0.0164538	0.00869188	0.0585526	0.00423816	0.0113113	0.0129651	0.340355	0.659645	0.3403547	0.487156
6840	-754.1587	-822.562	68.40332	0.0224089	0.00596617	0.0156665	0.0268285	0.000314205	0.00173469	0.00145487	0.00794348	0.00220399	0.00854346	0.00581436	0.000961971	0.000119647	0.0037451	0.00612965	0.00569059	0.0031726	0.0049548	0.00560031	0.00749224	0.00128953	0.00361699	0.003004	0.00968176	0.00279093	0.00146121	0.00447212	0.00535271	0.00410766	3.47524e-05	0.00164808	0.0854561	0.0398376	0.00706673	0.00679675	0.000735713	0.00509011	0.000850176	0.00634474	0.00598682	0.0124269	0.00573523	0.0376162	0.00335776	0.00837678	0.00327837	0.00531337	0.00673553	0.00276002	0.000420679	0.00142498	0.3120091	1.687991	0.0168854	0.136632	0.537413	1.86077	7.31893	59.2229	2.951067	5.41007	0.0533778	0.0142114	0.0373175	0.0639053	0.000748434	0.00413203	0.00346549	0.0189213	0.00524988	0.0203505	0.0138498	0.00229141	0.000284999	0.0089208	0.0146008	0.0135549	0.00755712	0.0118023	0.0133399	0.0178465	0.00307165	0.00861565	0.00715551	0.0230619	0.00664797	0.0034806	0.0106526	0.0127501	0.00978443	8.27801e-05	0.00392572	0.203556	0.0948928	0.0168329	0.0161898	0.00175246	0.0121246	0.00202511	0.0151131	0.0142606	0.0296009	0.0136613	0.0896017	0.00799816	0.0199534	0.00780905	0.0126564	0.016044	0.00657436	0.00100206	0.00339429	0.425198	0.574802	0.4251977	0.4198162
6876	-757.9243	-827.1538	69.22954	0.0134012	0.0158639	0.0113577	0.0344811	0.000577986	0.0022141	0.00108146	0.00640774	0.00161016	0.00128459	0.00164778	0.00121354	0.000610399	0.000981576	0.0151257	0.000624001	0.00156158	0.0186622	0.00962829	0.0075688	0.00781129	0.00122602	0.0065115	0.00255415	0.000661667	0.000879273	0.0134088	0.00516813	0.000237996	0.000363327	0.00317568	0.0605812	0.00866983	0.00182646	0.00258369	0.0136823	0.00517625	0.0011057	0.0073839	0.00368234	0.00618119	0.00558303	0.0138838	0.00587314	0.00220979	0.0116123	0.00712221	0.00547599	0.00506265	0.00513756	0.000778552	0.5416309	1.458369	0.015279	0.13013	0.529301	1.88928	7.6846	65.4492	3.023349	2.692552	0.0370697	0.043882	0.0314171	0.0953799	0.0015988	0.00612453	0.00299147	0.0177248	0.00445395	0.00355336	0.004558	0.00335683	0.00168845	0.00271518	0.0418399	0.00172608	0.00431957	0.0516223	0.0266333	0.0209364	0.0216072	0.00339136	0.0180118	0.00706515	0.00183027	0.0024322	0.0370908	0.0142958	0.000658333	0.00100502	0.00878439	0.167577	0.023982	0.00505226	0.00714686	0.0378472	0.0143183	0.00305853	0.020425	0.0101859	0.0170981	0.0154435	0.0384046	0.016246	0.0061126	0.0321214	0.0197011	0.0151474	0.014004	0.0142113	0.00215359	0.107968	0.892032	0.1079679	0.3615135
6912	-751.6047	-819.3948	67.79011	0.0133372	0.0516205	0.020497	0.0216062	0.000368459	0.00367261	0.000792085	0.00467864	0.00394788	0.000820414	0.000203176	0.00333243	0.00311879	0.00345593	0.0102089	0.00146826	0.00246486	0.00370111	0.00746154	0.0281162	0.00866175	0.00861864	0.00466728	0.0034235	0.00174007	0.000228727	0.00513701	0.0012182	0.000318472	0.000848297	0.00525276	0.0730495	0.00730618	0.00507445	0.00402309	0.0370706	0.0203303	0.00483289	0.00289515	0.00405918	0.00706201	0.00906625	0.0419436	0.00660078	0.00885597	0.00853615	0.00897179	0.00147151	0.000384667	0.000514478	0.00493758	0.2104278	1.789572	0.0178914	0.140543	0.542166	1.84445	7.11524	55.8927	2.90922	8.504449	0.027672	0.107103	0.0425273	0.0448286	0.00076448	0.00761995	0.00164342	0.00970727	0.00819108	0.0017022	0.000421551	0.00691414	0.00647088	0.00717038	0.0211815	0.00304635	0.00511411	0.00767909	0.0154813	0.0583356	0.0179714	0.017882	0.00968371	0.0071031	0.0036103	0.000474564	0.0106583	0.00252753	0.000660767	0.00176005	0.0108985	0.151564	0.0151589	0.0105285	0.00834712	0.0769142	0.0421813	0.0100273	0.00600688	0.008422	0.0146523	0.0188107	0.0870248	0.0136953	0.0183744	0.0177108	0.0186147	0.0030531	0.00079811	0.00106744	0.0102445	0.124612	0.875388	0.1246116	0.4819729
6948	-747.8631	-815.416	67.55295	0.00433022	0.00172945	0.00540721	0.00251836	0.000256196	0.00103738	0.000219578	0.00181822	0.00138139	0.000812967	0.000966633	2.12325e-05	0.000205231	0.000661083	0.00310976	0.000719112	2.00037e-06	0.000823	0.00172324	0.00446835	0.00271508	6.49829e-05	0.000672891	0.00208793	0.000913558	0.00154873	0.00566025	0.000760191	0.000430668	0.00174203	0.000793787	9.05885e-05	0.0140086	0.0040759	0.00177679	0.00148055	0.00105885	0.000715605	0.00315201	0.00233064	0.000517312	0.00103079	0.000330088	0.00349252	0.00175893	0.00863289	0.0053125	0.00282495	0.000283884	0.000521464	0.00116724	0.4694845	1.530515	0.0057728	0.080951	0.456442	2.19086	12.3531	173.226	3.72713	3.259991	0.0415717	0.0166033	0.0519112	0.0241772	0.00245957	0.00995918	0.00210803	0.0174555	0.0132619	0.00780478	0.00928002	0.000203839	0.00197029	0.00634663	0.0298548	0.00690373	1.92043e-05	0.00790109	0.0165437	0.0428978	0.0260657	0.000623859	0.00646	0.0200449	0.00877048	0.0148683	0.0543404	0.0072981	0.00413456	0.0167241	0.00762064	0.000869682	0.134487	0.0391301	0.0170579	0.0142138	0.0101654	0.00687006	0.0302604	0.0223749	0.00496638	0.00989594	0.00316896	0.0335295	0.0168863	0.0828789	0.0510019	0.0271205	0.00272538	0.00500624	0.0112059	0.0755298	0.92447	0.07552981	0.1041628
6984	-756.0012	-824.2845	68.28325	0.00451158	0.00138317	0.00732857	0.00232512	0.000635041	0.00168595	0.00063564	0.00183723	0.000428253	0.00142346	0.00279013	6.45004e-05	0.00108979	0.000609532	0.0048422	0.00118655	0.000728032	0.00129351	0.00264902	0.0136795	0.000133509	0.000160718	0.00291391	0.00594098	0.000147247	0.00122245	0.00181106	0.00238044	0.0014367	0.000647016	0.00174474	0.000190974	0.0159314	0.0044844	0.00257915	0.00777178	0.00060295	0.000914293	0.0100803	0.00539231	0.000648001	0.000864537	0.00167524	0.00498686	0.00184261	0.00857447	0.00483962	0.00154256	0.00132948	0.00336875	0.00570902	0.5008859	1.499114	0.00915833	0.101385	0.489646	2.04229	9.86341	109.19	3.393428	2.992926	0.0294886	0.00904066	0.047901	0.0151974	0.00415075	0.0110197	0.00415467	0.0120085	0.00279914	0.00930401	0.0182369	0.000421587	0.00712311	0.00398402	0.0316495	0.00775551	0.00475856	0.00845464	0.0173145	0.0894117	0.00087264	0.00105048	0.0190459	0.0388314	0.000962438	0.0079902	0.0118374	0.015559	0.00939058	0.00422902	0.011404	0.00124824	0.104131	0.0293109	0.0168578	0.0507979	0.003941	0.005976	0.0658867	0.0352452	0.00423546	0.00565078	0.0109497	0.0325951	0.0120437	0.0560444	0.0316327	0.0100825	0.00868972	0.0220188	0.0373153	0.198631	0.801369	0.1986313	0.1529942
7020	-743.1394	-813.1566	70.01719	0.0597091	0.0484979	0.00998467	0.0644822	0.00558406	0.0058578	0.00152896	0.0197283	0.00727212	0.00162019	0.0359126	0.00460328	0.00561242	0.00246857	0.041133	0.00511943	0.00106139	0.00475533	0.0128572	0.0210955	0.0123802	0.00195667	0.00920222	0.0163707	0.000103342	0.00333476	0.0130521	0.00215051	0.00513298	0.00427416	0.00703221	0.181812	9.68943e-05	0.0211164	0.00315721	0.0121173	0.00791616	0.0217218	0.00219949	0.0377246	0.00549662	0.00899859	0.0225748	0.0426891	0.0116146	0.0186921	0.00528827	0.00112959	0.0169675	0.0140499	0.00449218	0.5820048	1.417995	0.0465889	0.224139	0.627153	1.59451	4.46151	21.4643	2.217214	2.436398	0.0683383	0.0555068	0.0114277	0.0738011	0.00639106	0.00670436	0.00174992	0.0225794	0.00832309	0.00185434	0.0411026	0.00526855	0.00642353	0.00282532	0.0470775	0.00585929	0.00121478	0.00544257	0.0147154	0.0241442	0.0141693	0.00223945	0.0105321	0.0187366	0.000118277	0.0038167	0.0149384	0.0024613	0.0058748	0.00489186	0.0080485	0.208087	0.000110897	0.0241682	0.00361349	0.0138685	0.00906021	0.024861	0.00251736	0.0431765	0.006291	0.0102991	0.0258373	0.0488586	0.0132932	0.0213934	0.00605254	0.00129284	0.0194196	0.0160804	0.0051414	0.160111	0.839889	0.1601115	0.8737288
7056	-760.6364	-828.7667	68.13026	0.00278834	0.00115307	0.00748346	0.0125204	0.000976103	0.00218963	8.30889e-05	0.000804688	0.00330372	0.00236509	0.000125452	0.0015064	0.0012892	4.48575e-05	0.00716315	0.00159104	0.000957173	0.00276331	0.0035819	0.0036951	0.00526005	0.0010386	0.00171349	0.00472487	0.000930904	0.00112784	0.00357413	4.80971e-05	0.000336907	0.0016239	0.00318477	0.00272675	0.0144845	0.000731905	0.0022885	0.00322608	0.00691885	0.00298745	0.0112339	0.00712705	0.000899352	0.0025905	0.00262329	0.00434014	0.0016805	0.00768111	0.00316975	0.000803735	0.00449849	0.00214348	0.00241542	0.3865678	1.613432	0.0126747	0.118795	0.514463	1.94378	8.41787	78.8975	3.158473	4.173737	0.0169484	0.00700873	0.0454868	0.0761026	0.00593305	0.0133093	0.00050504	0.00489115	0.0200811	0.0143757	0.000762538	0.00915637	0.00783614	0.000272658	0.0435399	0.0096708	0.005818	0.0167963	0.0217719	0.0224599	0.0319722	0.00631294	0.0104151	0.0287192	0.00565833	0.00685539	0.0217247	0.000292349	0.00204783	0.00987059	0.019358	0.016574	0.088041	0.00444875	0.0139102	0.0196091	0.0420549	0.0181586	0.0682832	0.0433204	0.00546654	0.0157459	0.0159452	0.0263807	0.0102146	0.0466882	0.0192667	0.00488535	0.0273432	0.0130288	0.0146816	0.172587	0.827413	0.1725875	0.1645194
7092	-747.5108	-817.7825	70.27166	0.0517302	0.0278729	0.0187016	0.0246776	0.00688592	0.00373966	0.00437533	0.00689766	0.00319017	0.00576777	0.0126251	0.000744883	0.00177395	0.00112919	0.033195	0.0121641	0.00292108	0.00516643	0.0285943	0.0477862	0.0153026	0.00125662	0.00111624	0.00381441	0.00198317	0.0014716	0.0103999	0.00113633	0.00801453	0.0295236	0.017383	0.0198365	0.113361	0.00224793	0.0137223	0.00118762	0.00373265	0.0369679	0.0315153	0.00864473	0.00643698	0.000920887	0.00707968	0.00237746	0.00177955	0.00454989	0.00615875	0.0204522	0.0157291	0.00150086	0.071124	0.7575671	1.242433	0.0308778	0.183399	0.589106	1.69749	5.4526	32.3858	2.51463	1.64003	0.0680065	0.0366427	0.0245858	0.0324422	0.00905249	0.00491629	0.00575198	0.00906792	0.00419392	0.00758253	0.0165974	0.000979251	0.0023321	0.00148448	0.0436394	0.0159913	0.00384016	0.00679198	0.0375911	0.0628215	0.0201174	0.001652	0.00146745	0.00501457	0.00260715	0.00193462	0.0136721	0.00149386	0.0105362	0.0388128	0.0228523	0.0260778	0.149028	0.00295521	0.0180398	0.0015613	0.00490708	0.0485994	0.0414312	0.0113647	0.00846229	0.00121063	0.00930722	0.00312549	0.00233946	0.00598146	0.00809653	0.0268872	0.020678	0.00197309	0.0935023	0.382165	0.617835	0.3821655	0.7606659
7128	-741.9512	-811.2113	69.26009	0.0155011	0.0197358	0.0164803	0.0178762	0.000954983	0.000608282	0.00143791	0.00068151	0.00491662	0.00182045	0.00454697	9.77597e-05	0.00353566	0.000352033	0.0134358	0.000630704	0.004441	0.00368582	0.00299462	0.00552946	0.00754593	0.00155776	0.00193462	0.00233767	0.000496601	0.00195256	0.0085077	0.00225981	0.00163033	0.00159092	0.00556693	0.0015716	0.0476497	0.00605274	0.00217149	0.00223982	0.00441533	0.000276332	0.0127582	0.00359868	0.00426342	0.0132942	0.00515822	0.000128469	0.00143278	0.00101376	0.00339608	0.00870571	0.00383816	0.00565548	0.00356786	0.6110076	1.388992	0.0134254	0.122176	0.518987	1.92683	8.18492	74.4856	3.116865	2.273281	0.0542315	0.0690469	0.0576572	0.0625409	0.00334107	0.00212811	0.00503062	0.0023843	0.0172011	0.00636896	0.0159078	0.000342018	0.0123697	0.00123161	0.0470059	0.00220655	0.0155371	0.012895	0.0104768	0.0193451	0.0263999	0.00544993	0.00676839	0.00817848	0.00173739	0.00683117	0.0297647	0.00790607	0.00570381	0.00556592	0.0194762	0.00549833	0.166706	0.0211759	0.00759708	0.00783613	0.0154473	0.000966765	0.0446354	0.0125902	0.0149158	0.0465106	0.0180463	0.000449457	0.00501268	0.00354671	0.0118814	0.0304575	0.013428	0.019786	0.0124824	0.193497	0.806503	0.1934968	0.2858319
7164	-745.6459	-816.225	70.57915	0.0356769	0.0520841	0.0395004	0.0718101	0.000936661	0.00307249	0.00247666	0.00911742	0.00712196	0.00416387	0.0153978	0.00393978	0.00698891	0.00846862	0.0451569	0.00989505	0.00767842	0.0212804	0.0351838	0.0158733	0.0167383	0.00535116	0.0435938	0.00188332	0.0048029	0.00039951	0.00188305	0.0374182	0.0020247	0.0264786	0.0145745	0.0229298	0.0862395	0.037157	0.00669488	0.0171883	0.00264275	0.00672652	0.0598205	0.000112204	0.00498138	0.0372031	0.00541478	0.011931	0.0249204	0.0044169	0.0170875	0.00783236	0.035654	0.0282225	0.00420679	0.7932564	1.206744	0.0538069	0.240451	0.64105	1.55994	4.15885	18.585	2.113063	1.521253	0.0366913	0.053565	0.0406235	0.0738518	0.000963293	0.00315985	0.00254708	0.00937666	0.00732445	0.00428226	0.0158356	0.00405179	0.00718762	0.0087094	0.0464408	0.0101764	0.00789673	0.0218855	0.0361841	0.0163246	0.0172142	0.00550331	0.0448333	0.00193686	0.00493946	0.000410869	0.00193659	0.0384821	0.00208227	0.0272315	0.0149889	0.0235818	0.0886915	0.0382134	0.00688523	0.017677	0.00271789	0.00691777	0.0615213	0.000115395	0.00512301	0.0382609	0.00556874	0.0122702	0.0256289	0.00454248	0.0175734	0.00805505	0.0366678	0.0290249	0.0043264	0.318407	0.681593	0.3184073	0.9723535
7200	-736.7001	-806.5705	69.87048	0.0794407	0.0667392	0.0341073	0.0930781	0.00730243	0.000358126	0.0105575	0.00128675	0.00294458	0.0116929	0.00515155	0.0230989	0.000289703	0.00500498	0.00716374	0.0207077	0.0153269	0.0261363	0.0143466	0.068005	0.0455589	0.0179913	0.0159511	0.0252766	0.000179932	0.00257014	0.016744	0.0271075	0.0448606	0.0147046	0.0545553	0.015054	0.205625	0.0433269	0.00452425	0.0252169	0.0127245	0.0121371	0.168306	0.000611321	0.010933	0.00682856	0.00381903	0.0172552	0.010781	0.00148893	0.0190486	0.0232744	0.0563001	0.0034357	0.0359196	0.6696832	1.330317	0.0644887	0.262653	0.658958	1.51755	3.80731	15.5066	1.982124	1.986487	0.0553652	0.046513	0.0237706	0.0648696	0.00508934	0.000249591	0.00735791	0.000896781	0.00205219	0.00814922	0.00359031	0.0160985	0.000201905	0.00348816	0.00499268	0.014432	0.0106819	0.0182153	0.00999868	0.0473952	0.0317517	0.0125388	0.0111169	0.0176162	0.000125401	0.00179123	0.0116695	0.0188922	0.031265	0.0102482	0.0380216	0.0104917	0.143308	0.0301962	0.00315312	0.0175746	0.00886818	0.00845881	0.117299	0.000426053	0.0076196	0.00475908	0.00266162	0.0120258	0.00751366	0.00103769	0.0132757	0.0162208	0.0392377	0.00239447	0.0250337	0.355809	0.644191	0.3558086	1.434849
7236	-746.2023	-816.1177	69.9154	0.0190854	0.0456875	0.0171573	0.0432279	0.00496945	0.000321196	0.00478935	0.012286	0.0125467	0.0260853	0.0103839	0.00340728	0.00188736	0.00143928	0.0312641	0.00244235	0.0229362	0.0159203	0.0249879	0.0408795	0.0167696	0.02481	0.00864862	0.0179431	3.50577e-05	0.00586081	0.00242443	0.00234339	0.0062832	0.0114733	0.0232539	0.0318475	0.0804985	0.0288824	0.0018108	0.0172444	0.0263941	0.00584141	0.068113	0.00554489	0.00872455	0.00251282	0.00749893	0.0356938	0.00486576	0.0886516	0.00428766	0.0209449	0.0339468	0.00152857	0.0388025	0.5387075	1.461292	0.0553044	0.243692	0.643733	1.55344	4.10355	18.0817	2.093214	2.71259	0.0195711	0.0468501	0.0175939	0.0443279	0.00509591	0.000329369	0.00491123	0.0125986	0.0128659	0.0267491	0.0106481	0.00349399	0.00193539	0.00147591	0.0320597	0.0025045	0.0235198	0.0163254	0.0256238	0.0419198	0.0171964	0.0254413	0.0088687	0.0183997	3.59498e-05	0.00600995	0.00248613	0.00240302	0.00644309	0.0117653	0.0238456	0.0326579	0.0825469	0.0296173	0.00185688	0.0176832	0.0270658	0.00599005	0.0698463	0.00568599	0.00894657	0.00257677	0.00768976	0.0366021	0.00498958	0.0909075	0.00439677	0.0214778	0.0348106	0.00156747	0.0397899	0.000241549	0.999758	0.0002415491	0.9751846
7272	-742.2039	-812.2993	70.09537	0.00453817	0.0103386	0.061261	0.11784	0.00549694	8.24597e-05	0.00360313	0.00768052	0.0109342	0.00524772	0.0106614	0.000418484	0.00820143	0.000911799	0.0363644	0.00899173	0.00569809	0.0162154	0.0153556	0.0549153	0.0317655	0.0147872	0.0238501	0.0220939	0.0252436	0.00109638	0.000903872	0.0058329	0.00873146	0.00525791	0.0129169	0.0390427	0.0389751	0.00127361	0.00962607	0.00843108	0.00200422	0.0040572	0.0254047	0.0403143	0.0478438	0.0160778	0.030946	0.0209501	0.00930309	0.0147526	0.106354	0.0245859	0.0121703	0.0768076	0.022584	0.6068582	1.393142	0.0627997	0.259275	0.656303	1.52369	3.85691	15.9236	2.001314	2.295663	0.00416828	0.00949595	0.0562678	0.108235	0.00504889	7.57386e-05	0.00330945	0.0070545	0.010043	0.00481999	0.00979246	0.000384375	0.00753295	0.000837481	0.0334004	0.00825884	0.00523365	0.0148937	0.014104	0.0504393	0.0291764	0.013582	0.0219061	0.0202931	0.0231861	0.00100702	0.000830199	0.00535748	0.00801978	0.00482935	0.0118641	0.0358604	0.0357984	0.0011698	0.00884147	0.00774388	0.00184086	0.0037265	0.023334	0.0370284	0.0439441	0.0147673	0.0284237	0.0192425	0.00854481	0.0135502	0.0976855	0.022582	0.0111783	0.0705472	0.0207433	0.128524	0.871476	0.1285238	1.088741
7308	-748.934	-818.8868	69.95274	0.0240389	0.01182	0.0214731	0.0298861	0.000660295	0.00425978	0.00304213	0.00241689	0.00559002	0.00228063	0.000214456	0.000552743	0.0109309	0.000879955	0.0134296	0.0110367	0.000763636	0.0126178	0.00305443	0.0242551	0.0105709	0.00538137	0.0185008	0.0289325	0.000348653	0.00235008	0.00470151	0.00785254	0.00607876	0.00804441	0.0152283	0.00589501	0.0846575	0.0150815	0.00153437	0.00037484	0.0139492	0.0117635	0.0433199	0.00286447	0.00163855	0.00425733	0.0072931	0.0232377	0.0491134	0.0200275	0.00240441	0.0140511	0.0159528	0.00990552	0.00294493	0.5221767	1.477823	0.0439397	0.21783	0.621591	1.60877	4.59073	22.7585	2.259545	2.830121	0.0386814	0.0190197	0.0345527	0.0480901	0.00106249	0.00685447	0.00489514	0.00388906	0.00899498	0.00366979	0.000345084	0.000889426	0.0175891	0.00141595	0.0216097	0.0177593	0.00122878	0.0203034	0.00491492	0.0390293	0.0170098	0.00865923	0.0297698	0.0465557	0.000561023	0.00378155	0.00756527	0.0126356	0.00978142	0.0129444	0.0245041	0.00948575	0.136224	0.0242679	0.00246898	0.00060316	0.0224459	0.0189288	0.0697066	0.00460926	0.00263662	0.00685053	0.0117354	0.0373921	0.0790292	0.0322265	0.00386898	0.0226098	0.02567	0.0159391	0.00473873	0.470978	0.529022	0.4709781	0.6214598
7344	-754.007	-823.2322	69.22519	0.0370076	0.000747743	0.0253237	0.0480345	0.00370886	0.0125805	0.00182158	0.00157579	0.00621088	0.00388488	0.00694701	0.00347363	0.0210564	0.00227282	0.0230813	0.00537451	0.00728965	0.0116969	0.00807631	0.00675878	0.00758936	0.00635418	0.0177708	0.0470284	0.0052854	0.00263412	0.0181176	0.0171358	0.00179957	0.022446	0.00543806	0.00078585	0.109455	0.00781242	0.00316272	0.00274491	0.00759742	0.0248999	0.0993131	0.00633301	0.00063453	0.0107006	0.0157587	0.00161867	0.00440405	0.0146893	0.0193416	0.0323015	0.0255754	0.03144	0.00487317	0.3649154	1.635085	0.0434214	0.216573	0.62047	1.61168	4.61738	23.0301	2.268124	4.480723	0.0455779	0.000920906	0.0311882	0.0591584	0.00456776	0.0154939	0.00224342	0.00194071	0.0076492	0.00478454	0.0085558	0.00427806	0.0259326	0.00279916	0.0284265	0.00661914	0.00897779	0.0144057	0.00994663	0.00832399	0.00934691	0.00782568	0.0218862	0.0579193	0.0065094	0.00324413	0.0223133	0.0211041	0.00221632	0.0276441	0.00669741	0.000967838	0.134803	0.00962162	0.00389514	0.00338058	0.00935683	0.0306662	0.122312	0.00779962	0.000781475	0.0131786	0.0194081	0.00199352	0.00542394	0.018091	0.0238207	0.0397819	0.0314981	0.0387209	0.00600171	0.225622	0.774378	0.2256219	0.8119646
